Bioguide ID,Name,Chamber,Party,State,District,Term Start,Age,Birthdate,Education,Previous Professions,Total Receipts,Total Disbursements,Main Funding Sources,Policy Focus & Platforms,Projected/Historical Voting Alignment,Committee Assignments,Estimated Net Worth
M001194,John Moolenaar,House,Republican,MI,District 2,2025-01-03,65,1961-05-08,"Master of Public Administration, Harvard University",Chemist and charter school administrator,Unknown,Unknown,Individual/PAC contributions,"Agriculture and rural development, Fiscal responsibility and economic growth, Great Lakes preservation and energy",Projected ~95%-99% Republican (High Cohesion),House Committee on Appropriations; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
D000624,Debbie Dingell,House,Democrat,MI,District 6,2025-01-03,72,1953-11-23,"Master of Science in Liberal Studies, Georgetown University","General Motors executive (President of the GM Foundation and Executive Director of Global Community Relations), Public affairs consultant",Unknown,Unknown,Individual/PAC contributions,"Healthcare reform and lowering prescription drug costs, Environmental protection and Great Lakes preservation, Support for the domestic automotive industry and manufacturing jobs",Projected ~95%-99% Democratic (High Cohesion),House Committee on Natural Resources; House Committee on Energy and Commerce; House Committee on Natural Resources (Subcommittee); House Committee on Energy and Commerce (Subcommittee),N/A (No net worth disclosure provided in sources)
E000294,Tom Emmer,House,Republican,MN,District 6,2025-01-03,65,1961-03-03,Juris Doctor (J.D.) from William Mitchell College of Law,Attorney in private practice,Unknown,Unknown,Individual/PAC contributions,"Financial services and cryptocurrency regulation, Economic growth and tax reform, Agricultural and rural development",Projected ~95%-99% Republican (High Cohesion),House Committee on Financial Services; House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
R000603,David Rouzer,House,Republican,NC,District 7,2025-01-03,54,1972-02-16,"Bachelor of Science in Agricultural Business Management, North Carolina State University","Agricultural consultant, business owner, and USDA Rural Development Associate Administrator",Unknown,Unknown,Individual/PAC contributions,"Agriculture and Rural Development, Infrastructure and Transportation, Coastal Resiliency and Disaster Relief",Projected ~95%-99% Republican (High Cohesion),"House Committee on Transportation and Infrastructure; House Committee on Science, Space, and Technology; House Committee on Agriculture; House Committee on Agriculture (Subcommittee); House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee)",N/A (No net worth disclosure provided in sources)
W000822,Bonnie Watson Coleman,House,Democrat,NJ,District 12,2025-01-03,81,1945-02-06,"Bachelor of Arts in Business Administration, Thomas Edison State University",New Jersey state government administrator and civil rights director,Unknown,Unknown,Individual/PAC contributions,"Criminal justice reform, Economic justice and poverty alleviation, Advocacy for Black women and girls",Projected ~95%-99% Democratic (High Cohesion),House Committee on Appropriations; House Committee on the Budget; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
S001196,Elise Stefanik,House,Republican,NY,District 21,2025-01-03,42,1984-07-02,"Bachelor of Arts in Government, Harvard University",White House policy advisor and management associate at Premium Plywood Products (family business),Unknown,Unknown,Individual/PAC contributions,"National Defense and Military Support, Economic Growth and Job Creation, Border Security and Agriculture",Projected ~95%-99% Republican (High Cohesion),House Committee on Armed Services; House Permanent Select Committee on Intelligence; House Committee on Education and Workforce; House Committee on Armed Services (Subcommittee); House Committee on Education and the Workforce (Subcommittee); House Permanent Select Committee on Intelligence (Subcommittee),N/A (No net worth disclosure provided in sources)
B001296,Brendan Boyle,House,Democrat,PA,District 2,2025-01-03,49,1977-02-06,Master of Public Policy (MPP) from Harvard University,Management Consultant,Unknown,Unknown,Individual/PAC contributions,"Economic Inequality and Tax Reform, Protecting Social Security and Medicare, Affordable Higher Education and Student Debt Relief",Projected ~95%-99% Democratic (High Cohesion),House Committee on Ways and Means; House Committee on the Budget; House Committee on Ways and Means (Subcommittee),N/A (No net worth disclosure provided in sources)
B001291,Brian Babin,House,Republican,TX,District 36,2025-01-03,78,1948-03-23,Doctor of Dental Surgery (D.D.S.) from the University of Texas Dental Branch,Dentist,Unknown,Unknown,Individual/PAC contributions,"Space and Aeronautics, Transportation and Infrastructure, Border Security and Immigration",Projected ~95%-99% Republican (High Cohesion),"House Committee on Transportation and Infrastructure; House Committee on Science, Space, and Technology; House Committee on Transportation and Infrastructure (Subcommittee)",N/A (No net worth disclosure provided in sources)
B001292,Donald Beyer,House,Democrat,VA,District 8,2025-01-03,76,1950-06-20,"Bachelor of Arts in Economics, Williams College",Automobile dealership owner and businessman (Beyer Automotive Group),Unknown,Unknown,Individual/PAC contributions,"Climate Change and Environmental Protection, Gun Violence Prevention, Science, Technology, and Artificial Intelligence",Projected ~95%-99% Democratic (High Cohesion),Joint Economic Committee; House Committee on Ways and Means; House Committee on Ways and Means (Subcommittee),N/A (No net worth disclosure provided in sources)
P000610,Stacey Plaskett,House,Democrat,VI,District 0,2025-01-03,60,1966-05-13,Juris Doctor (J.D.) from American University Washington College of Law,Attorney and Prosecutor,Unknown,Unknown,Individual/PAC contributions,"Economic development and infrastructure funding for U.S. territories, Disaster recovery and climate resilience, Voting rights and equal representation for territorial residents",Projected ~95%-99% Democratic (High Cohesion),House Committee on Ways and Means; House Permanent Select Committee on Intelligence; House Committee on the Budget; House Committee on Ways and Means (Subcommittee); House Permanent Select Committee on Intelligence (Subcommittee),N/A (No net worth disclosure provided in sources)
N000189,Dan Newhouse,House,Republican,WA,District 4,2025-01-03,71,1955-07-10,Bachelor of Science in Agricultural Economics from Washington State University,Third-generation farmer and agricultural business owner,Unknown,Unknown,Individual/PAC contributions,"Agriculture and agricultural labor reform, Energy independence and water resource management, Hanford Site cleanup and environmental remediation",Projected ~95%-99% Republican (High Cohesion),House Committee on Agriculture; House Committee on Appropriations; House Committee on Agriculture (Subcommittee); House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
G000576,Glenn Grothman,House,Republican,WI,District 6,2025-01-03,71,1955-07-03,Juris Doctor (J.D.) from the University of Wisconsin–Madison,Attorney and tax preparer,Unknown,Unknown,Individual/PAC contributions,"Welfare and public assistance reform, Immigration and border security, Federal budget deficit and government spending reduction",Projected ~95%-99% Republican (High Cohesion),House Committee on the Judiciary; House Committee on Oversight and Government Reform; House Committee on Education and Workforce; House Committee on the Budget; House Committee on the Judiciary (Subcommittee); House Committee on Oversight and Accountability (Subcommittee); House Committee on Education and the Workforce (Subcommittee),N/A (No net worth disclosure provided in sources)
R000600,Aumua Amata Radewagen,House,Republican,AS,District 0,2025-01-03,78,1947-12-29,Bachelor of Science from the University of Guam,"Congressional staffer, executive assistant, and community advocate",Unknown,Unknown,Individual/PAC contributions,"Veterans' affairs, Healthcare access in U.S. territories, Economic development and fisheries",Projected ~95%-99% Republican (High Cohesion),House Committee on Natural Resources; House Committee on Foreign Affairs; House Committee on Veterans' Affairs; House Committee on Natural Resources (Subcommittee); House Committee on Foreign Affairs (Subcommittee); House Committee on Veterans' Affairs (Subcommittee),N/A (No net worth disclosure provided in sources)
S001198,Dan Sullivan,Senate,Republican,AK,Unknown,2021-01-03,61,1964-11-13,Joint Juris Doctor (J.D.) and Master of Science in Foreign Service (MSFS) from Georgetown University,"U.S. Marine Corps Officer, Attorney in private practice",11735898.2,5172572.02,Individual/PAC contributions,"National defense and military readiness, Energy independence and natural resource development, Infrastructure and economic growth",Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation (Subcommittee); Senate Committee on Environment and Public Works; Senate Committee on Environment and Public Works (Subcommittee); Senate Committee on Veterans' Affairs",N/A (No net worth disclosure provided in sources)
E000295,Joni Ernst,Senate,Republican,IA,Unknown,2021-01-03,56,1970-07-01,Master of Public Administration (MPA) from Columbus State University,"Iowa Army National Guard Officer, Montgomery County Auditor",Unknown,Unknown,Individual/PAC contributions,"National Defense and Military Affairs, Agriculture and Rural Development, Government Accountability and Reducing Wasteful Spending",Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Agriculture, Nutrition, and Forestry (Subcommittee); Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Homeland Security and Governmental Affairs; Senate Committee on Homeland Security and Governmental Affairs (Subcommittee); Senate Committee on Small Business and Entrepreneurship",N/A (No net worth disclosure provided in sources)
