Bioguide ID,Name,Chamber,Party,State,District,Term Start,Age,Birthdate,Education,Previous Professions,Total Receipts,Total Disbursements,Main Funding Sources,Policy Focus & Platforms,Projected/Historical Voting Alignment,Committee Assignments,Estimated Net Worth,Term End Date,Status
D000626,Warren Davidson,House,Republican,OH,District 8,2025-01-03,56.0,1970-03-01,Master of Business Administration (MBA) from the University of Notre Dame,"U.S. Army Officer, Manufacturing Executive and Business Owner",661353.41,526144.94,Individual/PAC contributions,"Fiscal Conservatism and Government Spending Reform, Cryptocurrency and Financial Technology Regulation, Civil Liberties and Fourth Amendment Protections",DW-NOMINATE: +0.65 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Financial Services; House Committee on Foreign Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
C001108,James Comer,House,Republican,KY,District 1,2025-01-03,53.0,1972-08-19,"Bachelor of Science in Agriculture, Western Kentucky University",Farmer and agribusiness owner,Unknown,Unknown,Individual/PAC contributions,"Government oversight and accountability, Agriculture and rural development, Fiscal responsibility and federal spending reduction",DW-NOMINATE: +0.59 (Solidly Conservative) • ~97% Party Loyalty,House Committee on Education and Workforce; House Committee on Education and the Workforce; House Committee on Oversight and Government Reform,N/A (No net worth disclosure provided in sources),2027-01-03,
E000296,Dwight Evans,House,Democrat,PA,District 3,2025-01-03,72.0,1954-05-16,"Bachelor of Arts in Politics, La Salle University",Job developer for the Urban League of Philadelphia,Unknown,Unknown,Individual/PAC contributions,"Economic development and poverty reduction, Gun violence prevention, Healthy food access and nutrition",DW-NOMINATE: -0.47 (Solidly Progressive) • ~94% Party Loyalty,House Committee on Ways and Means,N/A (No net worth disclosure provided in sources),2027-01-03,
S001190,Bradley Schneider,House,Democrat,IL,District 10,2025-01-03,64.0,1961-08-20,Master of Business Administration (MBA) from Northwestern University,"Management Consultant, Business Owner",Unknown,Unknown,Individual/PAC contributions,"Gun Violence Prevention, Healthcare Access and Affordability, Economic Growth and Small Business Support",DW-NOMINATE: -0.20 (Moderate Democrat) • ~85% Party Loyalty,House Committee on Foreign Affairs; House Committee on Ways and Means,N/A (No net worth disclosure provided in sources),2027-01-03,
B001302,Andy Biggs,House,Republican,AZ,District 5,2025-01-03,67.0,1958-11-07,Juris Doctor (J.D.) from the University of Arizona,Attorney,Unknown,Unknown,Individual/PAC contributions,"Border security and immigration enforcement, Fiscal conservatism and federal spending reduction, Constitutional conservatism and limited government",DW-NOMINATE: +0.82 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Oversight and Government Reform; House Committee on the Judiciary,N/A (No net worth disclosure provided in sources),2027-01-03,
K000389,Ro Khanna,House,Democrat,CA,District 17,2025-01-03,49.0,1976-09-13,Juris Doctor (J.D.) from Yale Law School,Technology attorney and university economics/law lecturer,Unknown,Unknown,Individual/PAC contributions,"Technology sector regulation and digital job creation, Progressive economic policies (including Medicare for All and the Green New Deal), Foreign policy restraint and reforming executive war powers",DW-NOMINATE: -0.46 (Solidly Progressive) • ~93% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Armed Services; House Committee on Oversight and Government Reform; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,N/A (No net worth disclosure provided in sources),2027-01-03,
P000613,Jimmy Panetta,House,Democrat,CA,District 19,2025-01-03,56.0,1969-10-01,Juris Doctor (J.D.) from Santa Clara University School of Law,Deputy District Attorney for Monterey County and U.S. Navy Reserve Intelligence Officer,Unknown,Unknown,Individual/PAC contributions,"Agriculture and Food Security, Immigration Reform, Environmental Protection and Climate Change",DW-NOMINATE: -0.28 (Moderate Democrat) • ~88% Party Loyalty,House Committee on Ways and Means; House Committee on the Budget,N/A (No net worth disclosure provided in sources),2027-01-03,
C001112,Salud Carbajal,House,Democrat,CA,District 24,2025-01-03,61.0,1964-11-18,Master of Public Administration (M.P.A.) from Fielding Graduate University,U.S. Marine Corps Reserve member and Santa Barbara County government administrator,Unknown,Unknown,Individual/PAC contributions,"Environmental protection and climate change mitigation, Veterans' affairs and support services, Agriculture and immigration reform",DW-NOMINATE: -0.32 (Moderate Democrat) • ~89% Party Loyalty,House Committee on Agriculture; House Committee on Armed Services; House Committee on Transportation and Infrastructure,N/A (No net worth disclosure provided in sources),2027-01-03,
B001300,Nanette Barragán,House,Democrat,CA,District 44,2025-01-03,49.0,1976-09-15,Juris Doctor (J.D.) from the University of Southern California Gould School of Law,Attorney in private practice and community advocate,Unknown,Unknown,Individual/PAC contributions,"Environmental justice and climate change, Healthcare access and equity, Immigration reform",DW-NOMINATE: -0.50 (Solidly Progressive) • ~94% Party Loyalty,House Committee on Energy and Commerce,N/A (No net worth disclosure provided in sources),2027-01-03,
C001110,J. Correa,House,Democrat,CA,District 46,2025-01-03,68.0,1958-01-24,"Juris Doctor (JD) and Master of Business Administration (MBA) from the University of California, Los Angeles (UCLA)","Investment banker, real estate broker, and college economics instructor",Unknown,Unknown,Individual/PAC contributions,"Immigration reform and protecting Dreamers, Expanding access to affordable healthcare, Supporting veterans and improving VA services",DW-NOMINATE: -0.28 (Moderate Democrat) • ~88% Party Loyalty,House Committee on Homeland Security (Subcommittee); House Committee on Homeland Security; House Committee on the Judiciary,N/A (No net worth disclosure provided in sources),2027-01-03,
D000628,Neal Dunn,House,Republican,FL,District 2,2025-01-03,73.0,1953-02-16,M.D. (Doctor of Medicine) from the University of Florida College of Medicine,"Urologist, U.S. Army Surgeon",Unknown,Unknown,Individual/PAC contributions,"Healthcare Reform, Military and Veterans Affairs, Agriculture and Disaster Recovery",DW-NOMINATE: +0.51 (Solidly Conservative) • ~95% Party Loyalty,House Committee on Energy and Commerce; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,N/A (No net worth disclosure provided in sources),2027-01-03,
R000609,John Rutherford,House,Republican,FL,District 5,2025-01-03,73.0,1952-09-02,"Florida State College at Jacksonville (AS), Florida State University (BS in Criminology)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: +0.43 (Solidly Conservative) • ~92% Party Loyalty,House Committee on Appropriations,N/A (No net worth disclosure provided in sources),2027-01-03,
S001200,Darren Soto,House,Democrat,FL,District 9,2025-01-03,48.0,1978-02-25,Juris Doctor (J.D.) from George Washington University Law School,"Attorney in private practice specializing in civil, family, and personal injury law",Unknown,Unknown,Individual/PAC contributions,"Environmental protection and Everglades restoration, Technology, space exploration, and blockchain innovation, Healthcare access and affordability",DW-NOMINATE: -0.34 (Moderate Democrat) • ~90% Party Loyalty,House Committee on Natural Resources (Subcommittee); House Committee on Energy and Commerce; House Committee on Natural Resources,N/A (No net worth disclosure provided in sources),2027-01-03,
M001199,Brian Mast,House,Republican,FL,District 21,2025-01-03,46.0,1980-07-10,"Bachelor of Liberal Arts, Harvard Extension School",U.S. Army Explosive Ordnance Disposal (EOD) technician,Unknown,Unknown,Individual/PAC contributions,"Water quality and Everglades restoration, Veterans' affairs and healthcare reform, National security and defense",DW-NOMINATE: +0.46 (Solidly Conservative) • ~93% Party Loyalty,House Committee on Foreign Affairs; House Committee on Transportation and Infrastructure,N/A (No net worth disclosure provided in sources),2027-01-03,
K000391,Raja Krishnamoorthi,House,Democrat,IL,District 8,2025-01-03,53.0,1973-07-19,Juris Doctor (J.D.) from Harvard Law School,Attorney and technology company executive,Unknown,Unknown,Individual/PAC contributions,"Middle-class economic growth and job creation, Workforce development and career/technical education, National security and U.S.-China strategic competition",DW-NOMINATE: -0.35 (Moderate Democrat) • ~90% Party Loyalty,House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Oversight and Accountability (Subcommittee); House Committee on Oversight and Government Reform; House Permanent Select Committee on Intelligence; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,N/A (No net worth disclosure provided in sources),2027-01-03,
H001077,Clay Higgins,House,Republican,LA,District 3,2025-01-03,64.0,1961-08-24,Attended Louisiana State University (No degree completed),"Law enforcement officer (Deputy Sheriff and Captain, St. Landry Parish Sheriff's Office) and military service (U.S. Army/National Guard)",Unknown,Unknown,Individual/PAC contributions,"Border Security and Immigration Enforcement, Second Amendment Rights, Energy Independence and Support for the Oil and Gas Industry",DW-NOMINATE: +0.63 (Solidly Conservative) • ~98% Party Loyalty,"House Committee on Oversight and Accountability (Subcommittee); House Committee on Armed Services; House Committee on Oversight and Government Reform; House Select Subcommittee to Investigate the Remaining Questions Surrounding January 6, 2021",N/A (No net worth disclosure provided in sources),2027-01-03,
J000299,Mike Johnson,House,Republican,LA,District 4,2025-01-03,54.0,1972-01-30,Juris Doctor (J.D.) from Louisiana State University Paul M. Hebert Law Center,Constitutional law attorney and conservative legal advocate,Unknown,Unknown,"Conservative PACs, agricultural/energy industries, individual small-dollar donors","Anti-abortion legislation, strict constitutionalism, border security, decoupling from federal regulation",DW-NOMINATE: +0.57 (Solidly Conservative) • ~96% Party Loyalty,None assigned,"Under $250,000 (Minimal individual asset holdings; primary liabilities are mortgages)",2027-01-03,
R000606,Jamie Raskin,House,Democrat,MD,District 8,2025-01-03,63.0,1962-12-13,"J.D., Harvard Law School",Constitutional Law Professor at American University Washington College of Law,7425389.43,4497145.49,Individual/PAC contributions,"Democratic and constitutional reform, Gun violence prevention, Climate change and environmental protection",DW-NOMINATE: -0.50 (Solidly Progressive) • ~94% Party Loyalty,House Committee on the Judiciary,N/A (No net worth disclosure provided in sources),2027-01-03,
B001301,Jack Bergman,House,Republican,MI,District 1,2025-01-03,79.0,1947-02-02,Master of Business Administration (M.B.A.) from the University of West Florida,United States Marine Corps Lieutenant General and commercial airline pilot,Unknown,Unknown,Individual/PAC contributions,"Veterans' affairs and military support, Great Lakes preservation and water infrastructure, Fiscal responsibility and economic growth",DW-NOMINATE: +0.43 (Solidly Conservative) • ~93% Party Loyalty,House Committee on Veterans' Affairs (Subcommittee); House Committee on Armed Services; House Committee on Veterans' Affairs; House Committee on the Budget,N/A (No net worth disclosure provided in sources),2027-01-03,
B001298,Don Bacon,House,Republican,NE,District 2,2025-01-03,62.0,1963-08-16,"Master of Science in National Security Strategy, National War College",United States Air Force Officer (Retired Brigadier General),Unknown,Unknown,Individual/PAC contributions,"National Security and Military Readiness, Agriculture and Rural Development, Bipartisan Infrastructure and Economic Growth",DW-NOMINATE: +0.28 (Moderate Republican) • ~88% Party Loyalty,House Committee on Agriculture; House Committee on Armed Services,N/A (No net worth disclosure provided in sources),2027-01-03,
